step,train_loss
1873,2.293447
1874,2.295639
1875,2.28162
1876,2.253298
1877,2.278391
1878,2.286183
1879,2.267876
1880,2.23065
1881,2.239002
1882,2.257334
1883,2.255946
1884,2.281063
1885,2.310686
1886,2.305374
1887,2.352493
1888,2.322576
1889,2.315476
1890,2.289346
1891,2.235202
1892,2.182961
1893,2.184695
1894,2.227829
1895,2.235924
1896,2.208519
1897,2.202497
1898,2.230622
1899,2.232936
1900,2.271648
1901,2.311425
1902,2.322257
1903,2.3193
1904,2.312555
1905,2.341105
1906,2.334159
1907,2.344583
1908,2.332768
1909,2.324221
1910,2.311589
1911,2.367415
1912,2.345471
1913,2.349145
1914,2.354857
1915,2.338167
1916,2.367212
1917,2.384515
1918,2.354078
1919,2.379751
1920,2.36886
1921,2.384458
1922,2.40413
1923,2.375097
1924,2.364465
1925,2.367159
1926,2.365805
1927,2.364318
1928,2.38528
1929,2.378511
1930,2.404681
1931,2.397058
1932,2.399661
1933,2.432095
1934,2.419734
1935,2.423422
1936,2.351202
1937,2.337062
1938,2.352117
1939,2.302464
1940,2.32056
1941,2.268166
1942,2.294967
1943,2.340812
1944,2.35063
1945,2.335738
1946,2.321727
1947,2.347167
1948,2.369933
1949,2.404541
1950,2.409701
1951,2.403607
1952,2.413154
1953,2.449358
1954,2.451792
1955,2.446511
1956,2.459984
1957,2.444275
1958,2.466547
1959,2.510508
1960,2.45262
1961,2.412384
1962,2.428835
1963,2.428081
1964,2.435561
1965,2.45682
1966,2.422209
1967,2.418952
1968,2.429144
1969,2.48471
1970,2.47314
1971,2.458705
1972,2.470297
1973,2.485295
1974,2.47372
1975,2.472218
1976,2.467519
1977,2.442646
1978,2.42909
1979,2.470048
1980,2.429516
1981,2.428939
1982,2.422526
1983,2.41361
1984,2.428795
1985,2.442519
1986,2.472668
1987,2.473677
1988,2.495831
1989,2.486708
1990,2.468398
1991,2.423918
1992,2.429389
1993,2.388835
1994,2.413369
1995,2.404623
1996,2.445847
1997,2.42864
1998,2.377315
1999,2.412062
2000,2.358641
2001,2.382459
2002,2.405649
2003,2.363126
2004,2.342453
2005,2.354884
2006,2.3575
2007,2.333792
2008,2.337302
2009,2.314361
2010,2.312559
2011,2.266544
2012,2.312966
2013,2.348891
2014,2.389267
2015,2.406745
2016,2.385207
2017,2.424459
2018,2.429561
2019,2.408534
2020,2.430671
2021,2.401498
2022,2.440574
2023,2.434837
2024,2.370625
2025,2.402213
2026,2.429074
2027,2.416802
2028,2.348628
2029,2.417349
2030,2.463706
2031,2.456046
2032,2.490174
2033,2.517962
2034,2.517121
2035,2.501889
2036,2.451234
2037,2.502365
2038,2.481483
2039,2.385432
2040,2.367557
2041,2.3975
2042,2.425201
2043,2.441492
2044,2.442791
2045,2.445674
2046,2.46271
2047,2.452974
2048,2.454046
2049,2.449757
2050,2.456164
2051,2.424685
2052,2.422094
2053,2.454925
2054,2.400352
2055,2.401575
2056,2.358091
2057,2.265793
2058,2.26843
2059,2.264482
2060,2.24524
2061,2.265626
2062,2.245266
2063,2.227105
2064,2.243219
2065,2.303003
2066,2.327968
2067,2.332481
2068,2.347909
2069,2.294517
2070,2.2982
2071,2.312855
2072,2.358791
2073,2.378834
2074,2.403068
2075,2.380384
2076,2.378731
2077,2.372391
2078,2.371904
2079,2.348036
2080,2.318328
2081,2.336386
2082,2.28156
2083,2.333901
2084,2.327574
2085,2.326469
2086,2.346937
2087,2.337489
2088,2.320865
2089,2.306369
2090,2.29776
2091,2.302977
2092,2.320449
2093,2.326218
2094,2.390822
2095,2.411274
2096,2.389377
2097,2.344612
2098,2.341533
2099,2.341574
2100,2.372649
2101,2.322014
2102,2.33052
2103,2.3009
2104,2.310383
2105,2.326204
2106,2.356933
2107,2.317606
2108,2.359212
2109,2.393097
2110,2.390902
2111,2.366874
2112,2.363404
2113,2.382393
2114,2.402848
2115,2.422877
2116,2.420682
2117,2.480339
2118,2.494088
2119,2.477643
2120,2.476742
2121,2.509132
2122,2.525148
2123,2.46926
2124,2.46743
2125,2.465097
2126,2.466952
2127,2.503107
2128,2.503735
2129,2.472504
2130,2.46736
2131,2.47808
2132,2.464498
2133,2.463779
2134,2.46314
2135,2.448698
2136,2.432944
2137,2.433115
2138,2.412549
2139,2.357154
2140,2.335876
2141,2.36114
2142,2.370804
2143,2.334624
2144,2.322011
2145,2.307336
2146,2.319895
2147,2.310625
2148,2.333859
2149,2.356883
2150,2.386398
2151,2.392538
2152,2.384177
2153,2.384919
2154,2.363107
2155,2.371568
2156,2.411189
2157,2.408238
2158,2.395185
2159,2.415777
2160,2.436971
2161,2.466119
2162,2.468503
2163,2.473059
2164,2.483823
2165,2.504183
2166,2.485905
2167,2.492908
2168,2.473645
2169,2.429816
2170,2.42648
2171,2.430857
2172,2.415857
2173,2.443593
2174,2.460517
2175,2.45537
2176,2.476049
2177,2.470366
2178,2.474163
2179,2.481208
2180,2.491327
2181,2.477593
2182,2.447141
2183,2.368528
2184,2.350058
2185,2.371923
2186,2.28979
2187,2.323544
2188,2.321812
2189,2.299649
2190,2.291571
2191,2.278419
2192,2.272821
2193,2.302037
2194,2.271036
2195,2.292112
2196,2.267311
2197,2.250045
2198,2.245147
2199,2.263436
2200,2.253915
2201,2.261278
2202,2.301446
2203,2.399721
2204,2.446469
2205,2.439989
2206,2.371085
2207,2.356523
2208,2.398097
2209,2.294262
2210,2.284689
2211,2.311693
2212,2.324484
2213,2.384395
2214,2.386113
2215,2.408821
2216,2.443439
2217,2.470097
2218,2.45027
2219,2.489417
2220,2.46025
2221,2.520603
2222,2.474407
2223,2.491259
2224,2.458557
2225,2.485917
2226,2.491005
2227,2.449564
2228,2.509113
2229,2.504165
2230,2.470727
2231,2.336868
2232,2.387364
2233,2.422278
2234,2.429098
2235,2.426652
2236,2.423534
2237,2.465709
2238,2.486455
2239,2.459587
2240,2.481418
2241,2.476542
2242,2.483083
2243,2.449589
2244,2.459363
2245,2.390149
2246,2.357761
2247,2.366448
2248,2.368064
2249,2.390705
2250,2.384124
2251,2.411603
2252,2.412911
2253,2.41053
2254,2.452446
2255,2.461377
2256,2.493916
2257,2.504636
2258,2.49682
2259,2.493679
2260,2.496595
2261,2.505485
2262,2.507786
2263,2.50461
2264,2.49807
2265,2.468576
2266,2.448586
2267,2.466079
2268,2.465973
2269,2.397114
2270,2.377413
2271,2.38379
2272,2.401794
2273,2.382364
2274,2.384819
2275,2.393871
2276,2.389178
2277,2.371453
2278,2.422898
2279,2.37696
2280,2.372742
2281,2.296008
2282,2.288523
2283,2.28588
2284,2.283475
2285,2.342478
2286,2.284661
2287,2.329955
2288,2.343522
2289,2.396602
2290,2.380757
2291,2.398499
2292,2.421422
2293,2.427139
2294,2.384299
2295,2.334081
2296,2.367336
2297,2.387566
2298,2.357647
2299,2.343794
2300,2.334097
2301,2.337018
2302,2.336161
2303,2.305385
2304,2.270591
2305,2.319294
2306,2.286296
2307,2.336164
2308,2.349767
2309,2.336062
2310,2.345539
2311,2.379561
2312,2.317492
2313,2.303042
2314,2.255685
2315,2.253833
2316,2.250478
2317,2.232583
2318,2.257336
2319,2.286788
2320,2.230973
2321,2.20569
2322,2.230082
2323,2.207635
2324,2.183358
2325,2.169057
2326,2.167623
2327,2.213296
2328,2.152163
2329,2.215088
2330,2.209339
2331,2.168442
2332,2.233737
2333,2.174571
2334,2.20887
2335,2.173119
2336,2.201168
2337,2.238864
2338,2.267363
2339,2.309038
2340,2.303439
2341,2.30293
2342,2.370955
2343,2.402746
2344,2.393217
2345,2.416385
2346,2.344714
2347,2.305007
2348,2.249569
2349,2.248849
2350,2.243221
2351,2.242704
2352,2.200804
2353,2.22332
2354,2.273553
2355,2.258888
2356,2.305647
2357,2.298211
2358,2.334324
2359,2.3224
2360,2.300753
2361,2.294833
2362,2.304474
2363,2.282727
2364,2.313493
2365,2.321625
2366,2.334805
2367,2.298166
2368,2.287018
2369,2.283543
2370,2.276635
2371,2.229445
2372,2.234603
2373,2.270289
2374,2.255435
2375,2.282339
2376,2.297965
2377,2.282362
2378,2.305575
2379,2.350243
2380,2.360879
2381,2.342704
2382,2.34508
2383,2.349526
2384,2.399957
2385,2.394112
2386,2.375396
2387,2.35934
2388,2.349072
2389,2.379059
2390,2.41325
2391,2.424871
2392,2.394188
2393,2.395112
2394,2.415192
2395,2.43983
2396,2.45901
2397,2.430689
2398,2.426322
2399,2.406627
2400,2.467622
2401,2.495582
2402,2.494375
2403,2.458723
2404,2.460652
2405,2.450365
2406,2.459721
2407,2.458206
2408,2.43753
2409,2.398103
2410,2.388576
2411,2.338148
2412,2.369678
2413,2.363895
2414,2.313319
2415,2.329586
2416,2.323799
2417,2.327808
2418,2.332275
2419,2.320457
2420,2.34944
2421,2.275434
2422,2.285357
2423,2.28039
2424,2.254359
2425,2.241401
2426,2.247288
2427,2.247149
2428,2.231409
2429,2.218367
2430,2.224059
2431,2.205975
2432,2.230396
2433,2.256531
2434,2.222615
2435,2.195806
2436,2.219636
2437,2.21957
2438,2.259102
2439,2.261388
2440,2.302268
2441,2.290141
2442,2.330851
2443,2.343739
2444,2.35729
2445,2.35179
2446,2.34217
2447,2.35801
2448,2.363831
2449,2.334166
2450,2.311639
2451,2.340182
2452,2.352184
2453,2.331675
2454,2.334172
2455,2.362419
2456,2.361216
2457,2.356796
2458,2.372975
2459,2.329826
2460,2.299444
2461,2.300537
2462,2.312574
2463,2.31717
2464,2.313428
2465,2.321401
2466,2.317783
2467,2.314001
2468,2.302203
2469,2.308254
2470,2.29685
2471,2.267595
2472,2.270688
2473,2.271996
2474,2.2956
2475,2.32109
2476,2.36621
2477,2.363022
2478,2.342433
2479,2.330751
2480,2.305822
2481,2.266089
2482,2.264875
2483,2.21239
2484,2.209852
2485,2.209212
2486,2.219916
2487,2.218064
2488,2.212262
2489,2.196208
2490,2.203326
2491,2.183442
2492,2.2519
2493,2.28914
2494,2.2485
2495,2.261479
2496,2.272324
2497,2.283538
2498,2.26719
2499,2.273371
2500,2.285465
2501,2.269607
2502,2.240093
2503,2.237655
2504,2.230511
2505,2.264302
2506,2.264421
2507,2.24278
2508,2.268989
2509,2.293074
2510,2.349306
2511,2.400427
2512,2.392504
2513,2.376157
2514,2.400288
2515,2.437398
2516,2.473223
2517,2.477241
2518,2.508387
2519,2.444497
2520,2.401528
2521,2.432284
2522,2.443949
2523,2.42082
2524,2.440128
2525,2.447409
2526,2.468661
2527,2.475346
2528,2.491173
2529,2.487361
2530,2.494692
2531,2.470369
2532,2.462003
2533,2.472725
2534,2.456076
2535,2.427806
2536,2.405676
2537,2.420433
2538,2.378234
2539,2.390103
2540,2.351229
2541,2.33203
2542,2.310804
2543,2.307963
2544,2.29086
2545,2.307066
2546,2.288319
2547,2.311777
2548,2.360751
2549,2.336127
2550,2.316509
2551,2.320915
2552,2.293423
2553,2.252348
2554,2.259388
2555,2.243343
2556,2.258214
2557,2.261708
2558,2.261909
2559,2.21721
2560,2.199315
2561,2.239187
2562,2.300386
2563,2.256128
2564,2.272628
2565,2.286874
2566,2.304288
2567,2.334593
2568,2.287804
2569,2.330154
2570,2.308547
2571,2.325096
2572,2.334888
2573,2.352644
2574,2.356348
2575,2.315972
2576,2.385638
2577,2.423902
2578,2.395737
2579,2.375531
2580,2.335729
2581,2.375995
2582,2.345973
2583,2.358125
2584,2.337014
2585,2.391269
2586,2.374001
2587,2.406923
2588,2.487578
2589,2.483006
2590,2.441411
2591,2.445222
2592,2.432186
2593,2.437644
2594,2.376648
2595,2.392787
2596,2.369923
2597,2.416546
2598,2.396495
2599,2.412784
2600,2.400443
2601,2.440199
2602,2.44043
2603,2.45818
2604,2.456438
2605,2.455706
2606,2.480856
2607,2.455321
2608,2.435962
2609,2.436505
2610,2.443096
2611,2.446966
2612,2.438704
2613,2.466164
2614,2.448646
2615,2.457184
2616,2.480034
2617,2.463117
2618,2.457995
2619,2.466104
2620,2.454809
2621,2.434102
2622,2.437164
2623,2.48498
2624,2.516643
2625,2.523878
2626,2.479698
2627,2.488904
2628,2.472601
2629,2.486246
2630,2.482123
2631,2.480372
2632,2.492549
2633,2.471962
2634,2.48251
2635,2.488678
2636,2.503888
2637,2.526363
2638,2.470638
2639,2.486671
2640,2.513421
2641,2.505187
2642,2.462742
2643,2.455309
2644,2.48393
2645,2.487367
2646,2.481476
2647,2.49747
2648,2.479745
2649,2.484551
2650,2.479164
2651,2.498515
2652,2.472679
2653,2.470302
2654,2.47806
2655,2.437455
2656,2.411556
2657,2.338571
2658,2.30517
2659,2.297796
2660,2.307233
2661,2.295886
2662,2.296638
2663,2.287973
2664,2.306251
2665,2.334522
2666,2.359279
2667,2.334039
2668,2.339874
2669,2.308504
2670,2.319384
2671,2.305052
2672,2.291944
2673,2.298519
2674,2.307164
2675,2.302185
2676,2.306602
2677,2.30813
2678,2.303593
2679,2.310541
2680,2.32046
2681,2.324745
2682,2.349334
2683,2.352881
2684,2.359524
2685,2.350587
2686,2.319969
2687,2.295669
2688,2.312727
2689,2.331045
2690,2.341838
2691,2.306004
2692,2.36368
2693,2.389331
2694,2.34345
2695,2.321783
2696,2.320786
2697,2.31925
2698,2.261052
2699,2.252396
2700,2.215521
2701,2.245795
2702,2.293262
2703,2.286493
2704,2.334276
2705,2.357003
2706,2.370652
2707,2.319754
2708,2.336448
2709,2.353093
2710,2.372295
2711,2.40689
2712,2.34253
2713,2.360913
2714,2.253745
2715,2.205445
2716,2.239193
2717,2.271446
2718,2.251768
2719,2.304116
2720,2.313491
2721,2.347651
2722,2.356118
2723,2.361103
2724,2.334271
2725,2.333362
2726,2.352828
2727,2.324376
2728,2.319855
2729,2.31786
2730,2.309279
2731,2.296977
2732,2.293733
2733,2.280149
2734,2.303693
2735,2.289243
2736,2.318869
2737,2.323505
2738,2.321651
2739,2.29859
2740,2.274239
2741,2.292512
2742,2.313079
2743,2.335553
2744,2.365443
2745,2.404226
2746,2.416512
2747,2.464995
2748,2.32444
2749,2.326032
2750,2.357876
2751,2.413153
2752,2.380546
2753,2.348159
2754,2.358746
2755,2.350503
2756,2.376745
2757,2.345279
2758,2.326105
2759,2.274906
2760,2.303084
2761,2.328815
2762,2.300333
2763,2.299506
2764,2.309324
2765,2.285131
2766,2.336181
2767,2.378307
2768,2.414159
2769,2.453443
2770,2.479131
2771,2.466867
2772,2.468133
2773,2.467914
2774,2.49338
2775,2.429365
2776,2.416013
2777,2.422009
2778,2.435284
2779,2.372952
2780,2.396951
2781,2.386695
2782,2.403043
2783,2.46828
2784,2.383416
2785,2.418476
2786,2.409947
2787,2.407017
2788,2.376008
2789,2.3537
2790,2.330358
2791,2.345015
2792,2.350945
2793,2.335876
2794,2.345407
2795,2.33486
2796,2.334239
2797,2.330857
2798,2.325269
2799,2.315227
2800,2.366053
2801,2.370289
2802,2.336522
2803,2.365322
2804,2.370758
2805,2.382571
2806,2.413631
2807,2.413807
2808,2.353414
2809,2.355022
2810,2.348083
2811,2.387409
2812,2.395676
2813,2.410098
2814,2.444243
2815,2.433708
2816,2.432773
2817,2.434883
2818,2.461984
2819,2.428851
2820,2.413166
2821,2.369334
2822,2.366698
2823,2.360103
2824,2.339377
2825,2.362099
2826,2.358317
2827,2.326743
2828,2.345395
2829,2.365495
2830,2.348989
2831,2.320959
2832,2.341399
2833,2.375342
2834,2.362326
2835,2.353028
2836,2.350559
2837,2.348606
2838,2.351562
2839,2.336865
2840,2.357163
2841,2.334864
2842,2.353127
2843,2.346773
2844,2.327472
2845,2.311574
2846,2.314034
2847,2.325234
2848,2.297936
2849,2.272879
2850,2.272956
2851,2.286578
2852,2.318348
2853,2.32753
2854,2.359193
2855,2.37812
2856,2.383376
2857,2.379225
2858,2.383936
2859,2.385468
2860,2.380843
2861,2.38845
2862,2.394226
2863,2.408524
2864,2.378629
2865,2.367011
2866,2.377883
2867,2.370127
2868,2.365957
2869,2.353991
2870,2.332239
2871,2.341908
2872,2.334909
2873,2.335087
2874,2.320869
2875,2.304639
2876,2.30747
2877,2.30648
2878,2.300322
2879,2.288482
2880,2.279976
2881,2.300052
2882,2.259739
2883,2.289189
2884,2.307051
2885,2.30866
2886,2.311313
2887,2.31293
2888,2.345756
2889,2.308728
2890,2.333087
2891,2.327578
2892,2.339002
2893,2.320182
2894,2.335186
2895,2.356134
2896,2.350992
2897,2.346744
2898,2.306337
2899,2.322041
2900,2.300469
2901,2.326455
2902,2.355086
2903,2.333163
2904,2.338061
2905,2.366502
2906,2.380709
2907,2.383033
2908,2.375874
2909,2.366048
2910,2.319394
2911,2.325999
2912,2.278223
2913,2.268813
2914,2.286267
2915,2.273478
2916,2.286572
2917,2.32924
2918,2.351027
2919,2.343847
2920,2.417936
2921,2.409734
2922,2.420687
2923,2.407699
2924,2.38553
2925,2.412273
2926,2.426393
2927,2.434656
2928,2.400208
2929,2.458195
2930,2.37451
2931,2.389557
2932,2.4132
2933,2.376732
2934,2.38176
2935,2.404899
2936,2.355855
2937,2.342545
2938,2.296829
2939,2.324902
2940,2.360335
2941,2.361964
2942,2.334469
2943,2.361089
2944,2.373778
2945,2.374254
2946,2.35024
2947,2.38429
2948,2.385884
2949,2.3909
2950,2.357398
2951,2.351511
2952,2.336724
2953,2.32809
2954,2.328881
2955,2.350535
2956,2.356584
2957,2.339948
2958,2.34835
2959,2.330625
2960,2.351819
2961,2.33934
2962,2.357228
2963,2.333967
2964,2.341991
2965,2.36549
2966,2.386563
2967,2.395964
2968,2.404434
2969,2.372748
2970,2.329152
2971,2.308672
2972,2.278835
2973,2.284291
2974,2.265356
2975,2.267387
2976,2.292484
2977,2.306146
2978,2.3095
2979,2.313913
2980,2.292563
2981,2.318011
2982,2.331461
2983,2.347612
2984,2.342021
2985,2.339718
2986,2.337076
2987,2.279145
2988,2.297186
2989,2.262371
2990,2.276832
2991,2.323039
2992,2.331295
2993,2.314064
2994,2.316416
2995,2.391822
2996,2.402116
2997,2.415744
2998,2.420503
2999,2.374194
