step,train_loss
154,2.709017
155,2.703135
156,2.716072
157,2.703001
158,2.722161
159,2.691425
160,2.682414
161,2.675662
162,2.646038
163,2.667601
164,2.636911
165,2.617071
166,2.590649
167,2.579042
168,2.575248
169,2.590047
170,2.586869
171,2.615171
172,2.591575
173,2.585697
174,2.616772
175,2.626998
176,2.653026
177,2.613858
178,2.600464
179,2.623569
180,2.607779
181,2.625542
182,2.654392
183,2.657214
184,2.656453
185,2.688121
186,2.641139
187,2.616454
188,2.598368
189,2.560991
190,2.553701
191,2.555265
192,2.571113
193,2.588642
194,2.583721
195,2.570706
196,2.578411
197,2.569479
198,2.553745
199,2.544983
200,2.551972
201,2.558825
202,2.563146
203,2.569451
204,2.571004
205,2.600933
206,2.599188
207,2.588153
208,2.564004
209,2.555021
210,2.527922
211,2.537154
212,2.542162
213,2.559985
214,2.582487
215,2.593869
216,2.573687
217,2.576869
218,2.537475
219,2.529734
220,2.510762
221,2.521365
222,2.535009
223,2.540979
224,2.533501
225,2.527389
226,2.521598
227,2.548062
228,2.553123
229,2.561812
230,2.574611
231,2.600082
232,2.566212
233,2.54923
234,2.533732
235,2.547729
236,2.552088
237,2.53268
238,2.510021
239,2.52353
240,2.555075
241,2.567348
242,2.565973
243,2.550313
244,2.556595
245,2.543693
246,2.525644
247,2.544777
248,2.500169
249,2.482797
250,2.497923
251,2.519286
252,2.52323
253,2.547807
254,2.529509
255,2.533784
256,2.559332
257,2.562412
258,2.565178
259,2.548098
260,2.552641
261,2.53114
262,2.53017
263,2.524126
264,2.538834
265,2.523742
266,2.455357
267,2.456967
268,2.47512
269,2.487549
270,2.469028
271,2.482983
272,2.480291
273,2.487462
274,2.498587
275,2.525943
276,2.546085
277,2.520948
278,2.539366
279,2.51852
280,2.513322
281,2.500684
282,2.494255
283,2.512947
284,2.540295
285,2.512848
286,2.518734
287,2.503437
288,2.486666
289,2.501903
290,2.494154
291,2.484885
292,2.495755
293,2.499734
294,2.523608
295,2.539593
296,2.517307
297,2.492057
298,2.475212
299,2.468247
300,2.483169
301,2.494994
302,2.505051
303,2.494159
304,2.481461
305,2.510523
306,2.502521
307,2.474017
308,2.482532
309,2.47001
310,2.46193
311,2.444841
312,2.457555
313,2.451584
314,2.441464
315,2.448769
316,2.460415
317,2.504951
318,2.52746
319,2.4896
320,2.473553
321,2.473963
322,2.499592
323,2.507969
324,2.511064
325,2.50833
326,2.494313
327,2.484396
328,2.506934
329,2.507233
330,2.482699
331,2.473479
332,2.457974
333,2.438837
334,2.44412
335,2.436807
336,2.43804
337,2.448391
338,2.471274
339,2.49279
340,2.496823
341,2.501211
342,2.509946
343,2.5065
344,2.511825
345,2.498337
346,2.495072
347,2.455121
348,2.442554
349,2.465385
350,2.471446
351,2.471866
352,2.48314
353,2.507416
354,2.497773
355,2.47734
356,2.471318
357,2.484987
358,2.51297
359,2.48905
360,2.509135
361,2.503512
362,2.508932
363,2.499266
364,2.528438
365,2.53379
366,2.526811
367,2.503376
368,2.530871
369,2.514781
370,2.532725
371,2.520658
372,2.47556
373,2.479297
374,2.479912
375,2.491721
376,2.468437
377,2.461257
378,2.447296
379,2.428249
380,2.448873
381,2.452827
382,2.477458
383,2.492003
384,2.482057
385,2.48197
386,2.469628
387,2.453067
388,2.446257
389,2.465461
390,2.468606
391,2.458456
392,2.436479
393,2.428381
394,2.419555
395,2.456581
396,2.448213
397,2.480185
398,2.507751
399,2.47756
400,2.488878
401,2.456034
402,2.470068
403,2.489858
404,2.494401
405,2.487015
406,2.504353
407,2.475198
408,2.487066
409,2.480495
410,2.473973
411,2.466395
412,2.473874
413,2.487823
414,2.464932
415,2.445166
416,2.432396
417,2.429234
418,2.415474
419,2.423559
420,2.422664
421,2.418326
422,2.452494
423,2.460738
424,2.471012
425,2.477367
426,2.457404
427,2.458749
428,2.439531
429,2.395492
430,2.429055
431,2.424509
432,2.45612
433,2.466674
434,2.444997
435,2.434871
436,2.424864
437,2.421628
438,2.433524
439,2.417259
440,2.44012
441,2.453554
442,2.455732
443,2.460132
444,2.458071
445,2.453577
446,2.454139
447,2.438697
448,2.437537
449,2.441781
450,2.460229
451,2.446334
452,2.471524
453,2.421437
454,2.408957
455,2.439704
456,2.453494
457,2.457678
458,2.44123
459,2.440644
460,2.44899
461,2.457686
462,2.45084
463,2.453104
464,2.440756
465,2.438101
466,2.414218
467,2.407834
468,2.378978
469,2.380595
470,2.349672
471,2.351339
472,2.366268
473,2.375759
474,2.379173
475,2.373798
476,2.385787
477,2.375413
478,2.393849
479,2.434244
480,2.425114
481,2.414798
482,2.420253
483,2.442713
484,2.44281
485,2.429039
486,2.438034
487,2.418358
488,2.432604
489,2.412156
490,2.400927
491,2.402714
492,2.39148
493,2.418727
494,2.414217
495,2.396494
496,2.403011
497,2.444099
498,2.443251
499,2.450635
500,2.462629
501,2.459247
502,2.469609
503,2.453429
504,2.435717
505,2.401112
506,2.397539
507,2.395804
508,2.412753
509,2.404679
510,2.419756
511,2.429772
512,2.459553
513,2.469886
514,2.506435
515,2.49945
516,2.465495
517,2.443888
518,2.397089
519,2.372135
520,2.395833
521,2.418475
522,2.418375
523,2.442725
524,2.447178
525,2.456393
526,2.449717
527,2.46992
528,2.441026
529,2.431075
530,2.441801
531,2.453638
532,2.446359
533,2.461651
534,2.430025
535,2.441761
536,2.42957
537,2.442731
538,2.440434
539,2.418528
540,2.431216
541,2.456564
542,2.474967
543,2.496787
544,2.51127
545,2.538548
546,2.551356
547,2.557045
548,2.556524
549,2.577435
550,2.554454
551,2.532284
552,2.522487
553,2.520114
554,2.521939
555,2.517119
556,2.531462
557,2.548877
558,2.545945
559,2.53359
560,2.537431
561,2.518401
562,2.491105
563,2.476552
564,2.490393
565,2.470705
566,2.462704
567,2.441427
568,2.439995
569,2.425605
570,2.431732
571,2.433919
572,2.422998
573,2.398023
574,2.418413
575,2.424663
576,2.432287
577,2.3894
578,2.403068
579,2.434557
580,2.420116
581,2.416684
582,2.420117
583,2.417997
584,2.406312
585,2.399132
586,2.387075
587,2.360777
588,2.380567
589,2.366086
590,2.360212
591,2.373806
592,2.394388
593,2.322629
594,2.348552
595,2.35793
596,2.381516
597,2.363574
598,2.395898
599,2.365493
600,2.377989
601,2.395508
602,2.403631
603,2.418259
604,2.429681
605,2.429809
606,2.449682
607,2.456306
608,2.45468
609,2.469249
610,2.472909
611,2.47459
612,2.480712
613,2.455189
614,2.435629
615,2.426528
616,2.419787
617,2.401642
618,2.405041
619,2.414913
620,2.414161
621,2.422833
622,2.437269
623,2.441948
624,2.405639
625,2.377402
626,2.386971
627,2.422944
628,2.414786
629,2.425191
630,2.442305
631,2.435354
632,2.464561
633,2.470795
634,2.480345
635,2.488734
636,2.517589
637,2.554503
638,2.566016
639,2.561608
640,2.54823
641,2.569549
642,2.555082
643,2.535178
644,2.538957
645,2.534405
646,2.528873
647,2.507487
648,2.507232
649,2.500843
650,2.507967
651,2.487967
652,2.485043
653,2.487045
654,2.472439
655,2.500043
656,2.520175
657,2.560621
658,2.536011
659,2.51964
660,2.506363
661,2.503468
662,2.461628
663,2.452059
664,2.455555
665,2.46382
666,2.47328
667,2.491125
668,2.475488
669,2.408526
670,2.412881
671,2.439074
672,2.44217
673,2.438611
674,2.426189
675,2.447417
676,2.450222
677,2.447925
678,2.443786
679,2.438373
680,2.4325
681,2.441272
682,2.431687
683,2.426208
684,2.414009
685,2.379096
686,2.399112
687,2.37392
688,2.3827
689,2.395142
690,2.407755
691,2.409701
692,2.391744
693,2.399753
694,2.409936
695,2.431849
696,2.439796
697,2.481234
698,2.439288
699,2.433283
700,2.390713
701,2.397498
702,2.411858
703,2.414482
704,2.421943
705,2.41789
706,2.405583
707,2.411449
708,2.385264
709,2.372041
710,2.387122
711,2.400311
712,2.400664
713,2.398211
714,2.392773
715,2.383254
716,2.394983
717,2.415519
718,2.391848
719,2.370788
720,2.385107
721,2.385513
722,2.381098
723,2.375853
724,2.372596
725,2.349597
726,2.326339
727,2.333264
728,2.344617
729,2.361311
730,2.364633
731,2.362964
732,2.356182
733,2.331006
734,2.35552
735,2.370399
736,2.341618
737,2.370807
738,2.363535
739,2.367647
740,2.377265
741,2.380489
742,2.439769
743,2.416642
744,2.42827
745,2.433524
746,2.428879
747,2.437907
748,2.471783
749,2.494183
750,2.521559
751,2.519199
752,2.523533
753,2.514091
754,2.520645
755,2.531989
756,2.529872
757,2.522845
758,2.528474
759,2.520915
760,2.523046
761,2.511381
762,2.504841
763,2.522088
764,2.524017
765,2.522338
766,2.488194
767,2.464351
768,2.467184
769,2.485479
770,2.477182
771,2.457245
772,2.439779
773,2.459831
774,2.464327
775,2.458198
776,2.46166
777,2.467057
778,2.459496
779,2.437599
780,2.442557
781,2.416541
782,2.395367
783,2.383323
784,2.391589
785,2.377506
786,2.394499
787,2.387747
788,2.363684
789,2.359619
790,2.350496
791,2.359071
792,2.356571
793,2.367826
794,2.354561
795,2.381023
796,2.406978
797,2.404744
798,2.396606
799,2.365383
800,2.401278
801,2.43947
802,2.411877
803,2.39049
804,2.369861
805,2.319969
806,2.341802
807,2.360943
808,2.315981
809,2.336977
810,2.371126
811,2.351946
812,2.328104
813,2.321448
814,2.3793
815,2.360949
816,2.37477
817,2.341875
818,2.342268
819,2.339659
820,2.324419
821,2.338436
822,2.369229
823,2.379854
824,2.357411
825,2.371485
826,2.353394
827,2.352143
828,2.383782
829,2.376608
830,2.392695
831,2.415083
832,2.44831
833,2.430936
834,2.433755
835,2.441987
836,2.430447
837,2.398522
838,2.41947
839,2.411734
840,2.435039
841,2.463725
842,2.464952
843,2.423558
844,2.45745
845,2.440507
846,2.453861
847,2.451427
848,2.462491
849,2.474334
850,2.464862
851,2.484445
852,2.492047
853,2.514263
854,2.511795
855,2.496196
856,2.502985
857,2.511795
858,2.526039
859,2.509714
860,2.493605
861,2.486446
862,2.47265
863,2.458835
864,2.46075
865,2.45362
866,2.440339
867,2.451845
868,2.461339
869,2.472345
870,2.44904
871,2.419756
872,2.405644
873,2.387019
874,2.362748
875,2.388221
876,2.380663
877,2.346565
878,2.347256
879,2.383773
880,2.383103
881,2.359266
882,2.382586
883,2.405148
884,2.420193
885,2.429341
886,2.42058
887,2.427195
888,2.439645
889,2.433548
890,2.407214
891,2.439398
892,2.452159
893,2.432258
894,2.445707
895,2.458112
896,2.403354
897,2.368374
898,2.39196
899,2.319743
900,2.34453
901,2.371443
902,2.368531
903,2.335957
904,2.344666
905,2.340374
906,2.347089
907,2.363961
908,2.372702
909,2.376272
910,2.396547
911,2.392247
912,2.38496
913,2.406853
914,2.395357
915,2.396673
916,2.386918
917,2.413484
918,2.43971
919,2.43877
920,2.43674
921,2.433755
922,2.444232
923,2.451736
924,2.439772
925,2.432191
926,2.427493
927,2.43606
928,2.428084
929,2.421042
930,2.404519
931,2.410463
932,2.430172
933,2.462376
934,2.403393
935,2.386028
936,2.350591
937,2.35652
938,2.349169
939,2.337403
940,2.330108
941,2.326568
942,2.31515
943,2.334359
944,2.303902
945,2.33693
946,2.34583
947,2.326333
948,2.333275
949,2.348769
950,2.365023
951,2.371066
952,2.379402
953,2.391414
954,2.384519
955,2.398154
956,2.402026
957,2.403209
958,2.394621
959,2.386413
960,2.394691
961,2.429082
962,2.437176
963,2.424406
964,2.416433
965,2.402889
966,2.406128
967,2.388629
968,2.378812
969,2.396048
970,2.387608
971,2.415651
972,2.422949
973,2.421775
974,2.411144
975,2.40163
976,2.410419
977,2.412086
978,2.420492
979,2.444109
980,2.432688
981,2.479247
982,2.402213
983,2.349337
984,2.341237
985,2.372147
986,2.414322
987,2.421966
988,2.436174
989,2.457227
990,2.46021
991,2.474123
992,2.442241
993,2.439315
994,2.413462
995,2.412625
996,2.392602
997,2.387529
998,2.370736
999,2.356412
1000,2.366868
1001,2.379089
1002,2.37301
1003,2.349029
1004,2.332999
1005,2.341145
1006,2.349454
1007,2.361782
1008,2.358084
1009,2.334981
1010,2.347235
1011,2.354651
1012,2.351713
1013,2.359207
1014,2.365849
1015,2.388928
1016,2.346244
1017,2.346939
1018,2.340244
1019,2.367038
1020,2.389083
1021,2.400558
1022,2.382924
1023,2.375712
1024,2.357839
1025,2.36747
1026,2.346755
1027,2.368985
1028,2.402388
1029,2.374535
1030,2.391954
1031,2.416725
1032,2.410302
1033,2.390063
1034,2.382342
1035,2.421701
1036,2.396631
1037,2.390092
1038,2.414296
1039,2.436655
1040,2.387321
1041,2.379442
1042,2.413248
1043,2.436837
1044,2.429239
1045,2.403684
1046,2.404567
1047,2.423226
1048,2.375156
1049,2.362603
1050,2.38244
1051,2.32951
1052,2.355774
1053,2.347384
1054,2.376742
1055,2.362205
1056,2.356503
1057,2.337542
1058,2.352359
1059,2.369002
1060,2.393674
1061,2.366315
1062,2.377081
1063,2.372538
1064,2.312054
1065,2.35416
1066,2.324565
1067,2.360195
1068,2.361688
1069,2.377831
1070,2.337175
1071,2.342404
1072,2.335854
1073,2.329088
1074,2.331756
1075,2.309882
1076,2.335667
1077,2.365997
1078,2.364022
1079,2.363062
1080,2.366696
1081,2.35768
1082,2.394264
1083,2.406327
1084,2.383759
1085,2.36629
1086,2.367076
1087,2.294789
1088,2.329294
1089,2.355141
1090,2.370558
1091,2.38839
1092,2.398113
1093,2.41506
1094,2.426252
1095,2.430945
1096,2.438443
1097,2.426289
1098,2.431984
1099,2.448416
1100,2.45977
1101,2.465091
1102,2.477795
1103,2.465023
1104,2.480184
1105,2.483153
1106,2.497296
1107,2.489864
1108,2.458042
1109,2.463072
1110,2.474893
1111,2.490295
1112,2.494676
1113,2.475225
1114,2.492978
1115,2.509611
1116,2.511411
1117,2.48153
1118,2.471779
1119,2.483964
1120,2.481143
1121,2.479784
1122,2.498325
1123,2.490403
1124,2.469282
1125,2.467649
1126,2.45413
1127,2.448022
1128,2.432422
1129,2.425422
1130,2.418965
1131,2.389238
1132,2.372077
1133,2.362063
1134,2.311144
1135,2.3494
1136,2.343606
1137,2.325373
1138,2.331918
1139,2.370151
1140,2.369487
1141,2.374844
1142,2.402958
1143,2.387149
1144,2.386638
1145,2.379732
1146,2.354044
1147,2.342272
1148,2.348254
1149,2.341734
1150,2.334698
1151,2.327867
1152,2.34223
1153,2.324513
1154,2.335233
1155,2.3104
1156,2.28912
1157,2.271134
1158,2.275037
1159,2.311733
1160,2.332529
1161,2.336496
1162,2.307931
1163,2.360377
1164,2.384666
1165,2.393332
1166,2.388069
1167,2.389878
1168,2.360437
1169,2.388346
1170,2.411984
1171,2.385099
1172,2.395369
1173,2.406606
1174,2.415138
1175,2.363038
1176,2.403017
1177,2.402511
1178,2.404576
1179,2.391427
1180,2.366253
1181,2.360358
1182,2.408686
1183,2.389884
1184,2.396745
1185,2.418326
1186,2.390026
1187,2.40355
1188,2.403225
1189,2.427372
1190,2.406492
1191,2.378466
1192,2.427722
1193,2.445106
1194,2.44155
1195,2.432008
1196,2.422015
1197,2.446387
1198,2.416385
1199,2.428127
1200,2.437713
1201,2.423056
1202,2.42938
1203,2.455699
1204,2.463092
1205,2.491545
1206,2.522398
1207,2.456096
1208,2.401398
1209,2.402024
1210,2.394926
1211,2.393781
1212,2.376835
1213,2.36854
1214,2.34101
1215,2.368181
1216,2.393248
1217,2.424139
1218,2.394625
1219,2.378383
1220,2.38757
1221,2.385869
1222,2.375596
1223,2.391604
1224,2.385903
1225,2.382477
1226,2.387296
1227,2.44144
1228,2.462075
1229,2.469175
1230,2.474856
1231,2.423018
1232,2.429608
1233,2.451319
1234,2.449364
1235,2.461921
1236,2.471081
1237,2.487557
1238,2.473806
1239,2.46971
1240,2.482982
1241,2.497927
1242,2.531806
1243,2.504863
1244,2.506873
1245,2.498293
1246,2.474932
1247,2.483097
1248,2.489478
1249,2.490167
1250,2.518444
1251,2.529533
1252,2.524834
1253,2.530508
1254,2.544582
1255,2.552306
1256,2.564234
1257,2.557296
1258,2.558721
1259,2.582653
1260,2.555549
1261,2.532747
1262,2.516235
1263,2.518276
1264,2.511765
1265,2.495762
1266,2.494258
1267,2.49499
1268,2.496519
1269,2.485184
1270,2.442358
1271,2.436098
1272,2.39609
1273,2.378622
1274,2.380258
1275,2.369506
1276,2.348746
1277,2.323266
1278,2.315916
1279,2.294343
1280,2.320664
1281,2.343969
1282,2.351826
1283,2.396038
1284,2.37075
1285,2.341297
1286,2.329928
1287,2.347067
1288,2.357945
1289,2.363952
1290,2.391932
1291,2.398212
1292,2.389163
1293,2.403789
1294,2.414208
1295,2.435514
1296,2.42437
1297,2.418756
1298,2.403548
1299,2.354813
1300,2.348772
1301,2.3111
1302,2.340741
1303,2.326736
1304,2.310499
1305,2.307149
1306,2.319772
1307,2.336212
1308,2.345434
1309,2.35762
1310,2.357258
1311,2.356501
1312,2.352632
1313,2.365676
1314,2.384855
1315,2.391044
1316,2.404323
1317,2.38028
1318,2.401075
1319,2.408539
1320,2.388236
1321,2.414421
1322,2.400559
1323,2.378885
1324,2.342112
1325,2.379198
1326,2.399709
1327,2.398518
1328,2.35391
1329,2.335921
1330,2.299638
1331,2.281209
1332,2.280712
1333,2.308251
1334,2.285517
1335,2.305856
1336,2.3089
1337,2.314332
1338,2.335673
1339,2.324585
1340,2.344109
1341,2.36038
1342,2.350911
1343,2.345373
1344,2.36998
1345,2.35358
1346,2.348836
1347,2.357331
1348,2.31394
1349,2.28778
1350,2.249078
1351,2.250695
1352,2.2729
1353,2.276424
1354,2.303268
1355,2.324654
1356,2.327756
1357,2.28758
1358,2.318881
1359,2.332601
1360,2.312058
1361,2.33137
1362,2.344979
1363,2.343989
1364,2.324754
1365,2.363472
1366,2.443785
1367,2.42886
1368,2.46855
1369,2.485773
1370,2.4935
1371,2.49878
1372,2.490542
1373,2.49019
1374,2.490126
1375,2.489849
1376,2.499942
1377,2.503645
1378,2.503349
1379,2.52338
1380,2.507827
1381,2.500239
1382,2.506018
1383,2.489466
1384,2.508369
1385,2.50288
1386,2.478554
1387,2.467846
1388,2.403682
1389,2.402502
1390,2.334137
1391,2.274615
1392,2.308599
1393,2.340847
1394,2.348604
1395,2.357811
1396,2.392102
1397,2.382858
1398,2.384745
1399,2.395529
1400,2.394926
1401,2.388679
1402,2.370753
1403,2.328588
1404,2.339052
1405,2.345981
1406,2.347731
1407,2.330447
1408,2.335379
1409,2.335138
1410,2.308577
1411,2.328251
1412,2.319654
1413,2.329484
1414,2.340592
1415,2.349623
1416,2.346286
1417,2.342846
1418,2.333592
1419,2.333785
1420,2.356183
1421,2.341452
1422,2.325737
1423,2.349024
1424,2.366146
1425,2.374939
1426,2.390049
1427,2.411527
1428,2.398673
1429,2.397641
1430,2.40743
1431,2.381466
1432,2.370376
1433,2.355022
1434,2.349983
1435,2.378392
1436,2.391456
1437,2.39289
1438,2.330837
1439,2.334882
1440,2.320454
1441,2.334915
1442,2.28387
1443,2.322206
1444,2.348218
1445,2.361028
1446,2.376839
1447,2.37455
1448,2.39441
1449,2.382833
1450,2.380037
1451,2.355338
1452,2.378326
1453,2.368879
1454,2.31118
1455,2.326114
1456,2.321271
1457,2.350596
1458,2.348472
1459,2.304877
1460,2.315873
1461,2.334515
1462,2.303145
1463,2.322905
1464,2.330648
1465,2.341939
1466,2.345776
1467,2.362981
1468,2.375279
1469,2.421972
1470,2.440368
1471,2.426343
1472,2.420284
1473,2.416627
1474,2.41848
1475,2.414262
1476,2.421178
1477,2.420646
1478,2.438264
1479,2.439986
1480,2.431201
1481,2.432146
1482,2.450406
1483,2.460903
1484,2.46539
1485,2.463622
1486,2.47584
1487,2.466953
1488,2.462807
1489,2.468316
1490,2.469643
1491,2.489408
1492,2.512853
1493,2.492958
1494,2.495738
1495,2.505605
1496,2.536089
1497,2.541697
1498,2.506079
1499,2.488653
1500,2.508199
1501,2.485972
1502,2.453805
1503,2.480274
1504,2.440747
1505,2.40705
1506,2.427906
1507,2.42032
1508,2.390606
1509,2.407425
1510,2.384373
1511,2.353669
1512,2.368496
1513,2.389692
1514,2.413843
1515,2.437937
1516,2.452546
1517,2.464112
1518,2.47722
1519,2.459697
1520,2.443753
1521,2.435703
1522,2.384294
1523,2.390388
1524,2.417046
1525,2.417455
1526,2.405712
1527,2.410176
1528,2.39859
1529,2.367069
1530,2.367136
1531,2.387131
1532,2.388592
1533,2.371639
1534,2.311011
1535,2.315528
1536,2.280497
1537,2.305701
1538,2.314468
1539,2.35321
1540,2.351541
1541,2.360028
1542,2.355202
1543,2.364179
1544,2.348768
1545,2.343669
1546,2.34176
1547,2.329971
1548,2.340588
1549,2.3187
1550,2.333574
1551,2.376426
1552,2.378697
1553,2.367091
1554,2.372688
1555,2.376785
1556,2.36876
1557,2.399279
1558,2.383433
1559,2.363914
1560,2.386437
1561,2.372053
1562,2.344936
1563,2.373805
1564,2.373693
1565,2.373857
1566,2.400069
1567,2.376697
1568,2.40449
1569,2.39481
1570,2.396352
1571,2.418076
1572,2.40525
1573,2.396821
1574,2.36585
1575,2.356727
1576,2.374743
1577,2.389476
1578,2.367274
1579,2.320765
1580,2.285371
1581,2.288523
1582,2.3296
1583,2.320308
1584,2.323241
1585,2.369356
1586,2.389507
1587,2.4031
1588,2.409415
1589,2.42546
1590,2.407496
1591,2.421655
1592,2.431546
1593,2.425098
1594,2.429215
1595,2.413848
1596,2.401754
1597,2.406994
1598,2.384393
1599,2.387697
1600,2.410207
1601,2.435891
1602,2.425025
1603,2.418794
1604,2.395902
1605,2.361578
1606,2.364855
1607,2.383334
1608,2.399135
1609,2.401005
1610,2.383639
1611,2.390546
1612,2.374996
1613,2.318179
1614,2.322056
1615,2.322679
1616,2.371389
1617,2.417529
1618,2.34658
1619,2.350106
1620,2.39556
1621,2.39283
1622,2.389426
1623,2.398407
1624,2.392579
1625,2.416203
1626,2.406094
1627,2.38486
1628,2.40024
1629,2.385715
1630,2.390978
1631,2.413383
1632,2.427834
1633,2.444478
1634,2.459593
1635,2.455159
1636,2.467685
1637,2.428113
1638,2.405285
1639,2.418139
1640,2.413773
1641,2.408549
1642,2.364367
1643,2.336709
1644,2.328743
1645,2.33249
1646,2.297676
1647,2.31036
1648,2.338813
1649,2.343532
1650,2.379099
1651,2.336413
1652,2.378442
1653,2.398524
1654,2.411041
1655,2.384565
1656,2.372903
1657,2.380249
1658,2.40853
1659,2.391022
1660,2.364042
1661,2.349142
1662,2.350347
1663,2.358742
1664,2.383835
1665,2.412951
1666,2.398036
1667,2.399345
1668,2.405867
1669,2.431134
1670,2.377709
1671,2.381904
1672,2.381348
1673,2.343533
1674,2.331501
1675,2.326315
1676,2.349054
1677,2.343397
1678,2.339362
1679,2.35566
1680,2.326862
1681,2.254706
1682,2.203633
1683,2.193046
1684,2.215985
1685,2.222779
1686,2.270655
1687,2.286505
1688,2.267237
1689,2.325807
1690,2.345936
1691,2.344508
1692,2.369873
1693,2.382766
1694,2.389385
1695,2.392554
1696,2.407323
1697,2.419291
1698,2.444094
1699,2.468359
1700,2.490236
1701,2.485439
1702,2.418208
1703,2.406807
1704,2.401379
1705,2.426534
1706,2.446794
1707,2.435862
1708,2.432245
1709,2.411138
1710,2.410038
1711,2.421289
1712,2.415974
1713,2.456441
1714,2.479087
1715,2.472359
1716,2.459578
1717,2.438899
1718,2.445595
1719,2.433482
1720,2.4152
1721,2.375614
1722,2.370403
1723,2.393345
1724,2.351546
1725,2.359491
1726,2.377771
1727,2.382646
1728,2.408212
1729,2.424044
1730,2.436132
1731,2.438282
1732,2.430125
1733,2.395894
1734,2.35488
1735,2.392451
1736,2.362657
1737,2.364863
1738,2.331943
1739,2.336919
1740,2.374015
1741,2.387299
1742,2.398403
1743,2.39349
1744,2.416781
1745,2.405228
1746,2.350281
1747,2.35945
1748,2.359998
1749,2.368867
1750,2.362212
1751,2.393914
1752,2.403191
1753,2.413096
1754,2.41779
1755,2.449271
1756,2.432408
1757,2.449644
1758,2.405662
1759,2.389065
1760,2.377584
1761,2.354042
1762,2.327912
1763,2.319656
1764,2.334777
1765,2.370591
1766,2.291084
1767,2.317215
1768,2.331341
1769,2.353326
1770,2.351244
1771,2.379621
1772,2.396363
1773,2.409103
1774,2.419949
1775,2.396056
1776,2.360456
1777,2.362113
1778,2.370678
1779,2.401323
1780,2.394091
1781,2.431743
1782,2.415272
1783,2.415473
1784,2.396878
1785,2.431463
1786,2.476218
1787,2.463208
1788,2.475106
1789,2.465907
1790,2.471779
1791,2.45272
1792,2.420106
1793,2.414869
1794,2.404971
1795,2.382968
1796,2.4144
1797,2.413193
1798,2.426989
1799,2.419376
1800,2.442702
1801,2.441387
1802,2.418008
1803,2.37942
1804,2.388647
1805,2.377862
1806,2.355726
1807,2.320275
1808,2.34165
1809,2.321383
1810,2.347683
1811,2.356824
1812,2.323291
1813,2.338475
1814,2.348867
1815,2.368457
1816,2.384385
1817,2.380501
1818,2.395327
1819,2.382133
1820,2.413144
1821,2.421651
1822,2.444634
1823,2.455389
1824,2.455982
1825,2.527145
1826,2.511518
1827,2.444897
1828,2.406922
1829,2.42819
1830,2.433527
1831,2.405371
1832,2.418776
1833,2.404656
1834,2.415573
1835,2.433222
1836,2.391563
1837,2.362607
1838,2.35879
1839,2.323626
1840,2.295104
1841,2.277894
1842,2.267897
1843,2.268955
1844,2.293693
1845,2.291211
1846,2.30551
1847,2.334399
1848,2.351477
1849,2.312135
1850,2.307776
1851,2.267098
1852,2.265909
1853,2.269182
1854,2.304969
1855,2.341901
1856,2.359072
1857,2.36551
1858,2.356364
1859,2.356573
1860,2.373199
1861,2.353516
1862,2.303259
1863,2.313608
1864,2.326154
1865,2.347891
1866,2.343243
1867,2.3384
1868,2.312936
1869,2.306341
1870,2.264547
1871,2.264048
1872,2.275276
